Inlet Pressure (bar),Outlet Pressure (bar),Cold Mass Fraction,Nozzle Diameter (mm),Tube Diameter (mm),Tube Length (mm),L/D Ratio,Reynolds Number,Pressure Ratio,Mach Number,Swirl Number,Turbulence Intensity (%),Shock Angle (deg),Shock Location (mm),Maximum Mach,Minimum Pressure (bar),Shock Length (mm),Number of Shocks,Maximum Temperature (K),Cold Exit Temperature (K),Hot Exit Temperature (K),Pressure Drop (bar),Entropy Generation,Shock Intensity,Vorticity (1/s),Helicity(m/s2),Q-Criterion(1/s2),Turbulent Kinetic Energy(m2/s2),Eddy Dissipation Rate(m2/s3),Circulation(m2/s),Swirl Velocity (m/s),Axial Velocity (m/s),Tangential Velocity (m/s),Radial Pressure Gradient (kPa/m),Vortex Core Radius (mm)
4.963,1.775,0.794,1.642,8.377,443.887,52.986,185736,2.795,0.758,0.348,3.289,27.702,143.699,0.981,1.737,28.723,1,348.463,241.247,365.539,3.438,1.761,1.603,1095.773,202.093,37538.111,8.056,27.175,3.318,107.657,135.675,163.093,79.55,1.697
5.136,1.271,0.326,2.096,16.346,312.439,19.114,70180,4.04,0.897,1.386,6.482,30.681,107.406,1.091,1.144,20.257,2,380.471,225.563,410.777,3.972,2.093,2.398,980.964,605.78,39464.38,8.607,25.542,6.144,111.169,133.294,167.752,100.529,2.801
4.565,1.497,0.207,2.386,13.261,491.343,37.051,55574,3.05,0.794,1.282,10.939,34.044,151.415,0.767,1.412,27.803,1,373.48,241.382,378.652,3.123,1.73,1.777,891.676,541.371,37371.379,9.141,24.276,3.699,110.181,129.445,170.886,92.891,2.523
2.153,1.231,0.798,1.331,14.627,568.649,38.878,214447,1.749,0.622,1.171,7.792,33.451,144.101,0.748,1.15,29.419,1,346.914,265.421,349.194,1.344,1.629,1.241,1343.021,672.907,44242.375,11.5,38.795,6.756,125.002,128.934,201.766,81.52,2.472
2.647,1.134,0.369,1.17,14.692,118.685,8.078,200851,2.335,0.666,1.032,10.41,28.851,30.769,0.561,1.073,18.342,1,354.969,256.908,359.517,1.953,1.849,1.451,1296.064,558.755,42520.046,11.918,37.543,6.563,124.62,122.661,195.405,82.653,3.018
2.189,1.239,0.601,2.939,11.329,426.11,37.614,101996,1.766,0.622,0.996,2.828,29.216,107.719,0.584,1.198,22.622,1,339.996,259.214,352.51,1.13,1.209,1.204,996.279,421.816,37187.197,7.989,24.859,4.336,104.038,123.924,170.67,77.737,1.541
5.818,1.054,0.306,2.159,13.711,140.378,10.239,174803,5.519,1.01,1.496,10.91,36.972,120.378,1.22,0.931,18.061,3,408.964,197.434,433.258,5.129,3.089,2.972,1331.056,851.966,45259.29,11.589,36.981,6.172,127.877,127.324,197.552,111.667,2.625
3.886,1.749,0.548,2.959,13.649,230.484,16.886,57315,2.222,0.658,0.634,7.62,31.879,73.225,0.825,1.674,20.774,1,345.209,249.375,359.47,2.29,1.254,1.423,737.378,207.856,29832.549,5.917,21.808,3.899,102.009,127.322,161.648,80.14,2.488
5.051,1.318,0.742,1.543,12.661,492.356,38.887,141550,3.834,0.862,1.236,1.349,33.691,178.319,1.042,1.202,25.578,2,380.992,227.753,395.441,3.919,2.173,2.201,1166.825,628.993,40342.165,9.025,27.676,5.528,120.151,126.538,184.971,90.746,1.936
7.445,1,0.392,2.347,17.848,706.332,39.575,34120,7.444,1.243,0.998,7.964,37.301,266.738,1.524,0.847,35.446,6,439.45,169.006,472.657,6.664,3.354,3.684,836.724,388.457,34675.335,6.791,20.691,4.896,107.731,132.666,163.782,120.96,3.138
3.496,1.511,0.602,1.29,13.414,717.964,53.524,116152,2.313,0.659,1.471,11.465,32.153,209.599,0.602,1.384,30.743,1,350.472,247.001,375.627,2.158,1.548,1.491,1150.836,739.907,41243.716,10.749,31.27,5.257,121.226,111.99,184.093,88.265,1.985
4.462,1.047,0.313,1.375,15.244,148.961,9.772,46465,4.263,0.965,1.293,1.871,31.899,89.018,1.177,0.945,22.582,2,382.739,216.49,414.228,3.55,2.019,2.426,901.356,511.862,34361.02,6.476,20.601,4.849,115.869,135.827,181.011,100.024,2.776
6.533,1.276,0.575,1.926,18.746,393.374,20.984,134532,5.119,1.052,1.498,7.407,33.719,135.147,1.191,1.103,30.729,3,409.762,203.753,431.084,5.435,2.652,2.695,1235.992,840.784,44132.762,10.088,33.702,7.891,122.246,130.184,194.661,110.206,3.21
3.373,1.707,0.402,1.503,18.395,508.105,27.622,122769,1.976,0.642,1.006,11.07,28.114,138.832,0.658,1.664,26.379,1,340.804,261.164,350.297,1.92,1.354,1.52,1043.416,414.881,34888.175,9.656,30.539,6.27,117.092,126.898,180.186,80.562,2.891
2.462,0.996,0.327,1.169,18.685,202.949,10.862,127764,2.473,0.705,0.545,1.107,30.664,53.177,0.623,0.913,22.653,1,351.202,251.644,369.004,1.734,1.429,1.565,964.036,189.843,35524.472,6.073,22.349,7.046,103.475,124.51,166.072,79.306,3.38
3.739,1.839,0.388,1.378,11.24,635.803,56.566,39972,2.033,0.669,0.904,7.94,28.979,144.834,0.717,1.835,29.935,1,344.039,255.098,354.783,2.112,1.154,1.419,811.616,356.758,34331.395,7.331,20.075,2.302,99.9,119.275,162.168,76.813,2.025
2.967,1.004,0.307,0.879,8.42,620.965,73.751,109555,2.956,0.799,1.153,6.224,31.145,185.459,0.894,0.873,27.912,1,367.101,245.303,379.863,2.164,1.722,1.834,1034.657,552.231,39058.089,8.845,27.201,3.165,113.678,124.408,179.672,88.977,1.902
7.578,1.247,0.741,2.35,11.133,732.339,65.782,196426,6.078,1.109,1.229,4.817,35.135,274.441,1.248,1.116,33.469,5,423.039,187.329,452.114,6.828,3.151,3.158,1353.469,768.568,43676.358,10.886,34.387,5.956,133.503,136.587,208.237,113.31,2.133
6.849,1.741,0.438,1.883,11.344,105.94,9.338,111161,3.934,0.911,0.301,7.903,29.854,64.972,1.106,1.645,18.547,2,372.89,234.222,382.304,5.353,2.1,1.933,854.927,155.728,34039.928,7.336,23.637,2.992,102.552,140.48,156.275,85.362,1.555
5.8,1.316,0.347,1.007,18.912,251.679,13.308,187337,4.407,0.951,0.906,1.58,36.44,106.6,1.136,1.18,16.735,2,388.903,221.824,405.26,5.007,2.422,2.27,1244.035,506.744,42264.531,10.212,33.191,8.248,119.766,132.026,190.848,96.056,3.271
7.229,1.102,0.469,1.178,15.791,679.031,43.001,111285,6.56,1.163,0.582,9.284,33.979,253.335,1.488,1.017,35.504,5,423.467,174.266,451.042,6.207,3.192,3.124,954.755,267.728,38114.009,7.659,25.128,5.728,104.407,142.838,157.268,108.238,3.046
6.822,1.36,0.392,1.026,8.98,569.406,63.405,123112,5.015,0.991,1.35,1.049,33.716,243.137,1.136,1.194,30.456,3,401.314,206.55,427.059,5.747,2.519,2.697,1148.061,645.522,41631.905,7.747,29.581,2.087,120.232,128.348,188.788,107.168,1.251
3.119,1.27,0.647,2.148,9.625,726.073,75.44,154056,2.455,0.702,0.483,4.376,28.414,183.294,0.743,1.175,35.963,1,352.954,252.404,354.608,1.943,1.543,1.416,968.57,224.96,36249.057,7.811,26.732,3.238,101.607,133.03,152.334,81.033,1.564
7.355,1.843,0.783,1.007,9.868,140.026,14.19,239150,3.992,0.861,1.1,6.544,36.243,86.077,0.982,1.747,20.77,2,381.154,219.825,402.317,5.986,2.566,2.263,1401.417,641.525,44046.985,11.237,39.389,4.054,131.5,132.92,199.596,97.017,1.744
5.236,1.313,0.463,2.459,15.565,517.875,33.272,53949,3.987,0.886,0.619,5.147,30.1,170.453,0.99,1.24,28.849,2,377.608,226.875,395.276,4.112,1.891,2.05,786.236,297.148,31380.91,5.694,19.148,4.765,96.214,128.476,148.886,93.042,2.678
6.845,1.789,0.717,0.845,16.825,498.333,29.619,37241,3.826,0.897,0.728,4.382,29.319,149.079,1.018,1.646,26.981,2,370.488,227.507,399.578,5.246,1.804,2.18,799.222,249.93,33908.418,5.865,15.994,4.31,98.032,132.633,154.766,90.323,3.325
7.377,1.892,0.54,1.349,18.316,124.972,6.823,163750,3.899,0.929,1.429,10.139,33.859,65.724,1.14,1.778,23.408,2,385.566,229.213,406.925,5.871,2.388,2.206,1277.822,797.37,44734.217,12.307,36.327,9.084,130.032,122.454,205.569,94.7,3.291
3.908,1.434,0.294,2.759,19.288,459.465,23.822,238801,2.726,0.777,0.589,11.283,29.94,110.607,0.906,1.352,33.106,1,352.504,250.991,365.949,2.929,1.975,1.571,1281.702,381.685,40236.309,11.097,35.669,8.175,120.999,131.877,187.564,80.285,3.461
2.66,1.675,0.614,2.381,10.42,526.664,50.541,247739,1.589,0.57,0.414,10.611,27.876,122.909,0.452,1.585,26.43,1,330.827,267.347,339.132,1.525,1.611,1.101,1285.643,234.36,38853.162,10.986,37.765,4.914,115.174,122.22,176.85,69.468,1.68
3.368,1.377,0.508,0.961,11.717,233.905,19.962,136516,2.445,0.711,0.383,6.747,30.08,68.778,0.816,1.281,23.819,1,344.484,250.011,362.447,2.465,1.488,1.463,949.102,168.637,34715.129,7.8,25.784,3.454,99.425,125.08,150.949,76.587,1.877
4.563,1.964,0.59,2.606,10.884,291.331,26.767,132977,2.323,0.664,0.906,10.726,27.502,59.396,0.778,1.814,19.82,1,350.374,249.583,363.108,2.871,1.542,1.341,1082.06,370.117,37838.393,10.05,28.693,4.003,111.684,114.525,175.911,81.485,1.953
6.908,1.089,0.734,1.885,12.305,548.243,44.554,171892,6.342,1.155,1.07,11.129,34.243,229.493,1.397,1.006,28.564,5,416.828,180.634,446.876,6.239,3.311,3.306,1241.259,565.543,42614.744,11.545,34.964,5.344,121.366,140.433,190.764,112.76,2.167
7.164,1.687,0.464,2.663,18.976,427.811,22.545,152239,4.247,0.888,0.693,5.502,30.775,136.32,1.059,1.619,25.087,2,386.099,218.633,410.117,5.747,2.362,2.239,1063.937,354.661,38604.563,9.138,28.041,7.079,112.872,131.855,175.661,91.7,3.151
2.042,1.198,0.741,2.122,14.901,700.61,47.017,169499,1.704,0.575,1.128,4.118,30.779,155.095,0.597,1.069,33.868,1,341.794,262.487,347.06,1.268,1.307,1.03,1226.067,642.958,42022.933,10.056,31.724,7.222,113.625,119.219,177.325,80.897,2.695
5.064,1.388,0.65,2.3,16.858,339.667,20.148,222279,3.65,0.874,0.373,2.081,27.463,101.427,0.902,1.327,20.764,2,367.558,232.468,394.688,4.194,2.235,1.889,1218.967,199.403,39831.262,8.7,31.037,7.906,117.503,136.566,188.537,85.766,3.035
4.504,1.633,0.493,2.986,13.881,286.662,20.651,194187,2.759,0.733,1.329,6.27,30.9,121.062,0.747,1.504,26.75,1,356.755,250.502,378.353,3.211,1.957,1.685,1347.971,782.881,42874.288,11.781,35.682,6.174,126.619,118.32,200.326,90.329,2.397
3.333,1.704,0.562,1.311,8.346,789.406,94.582,139313,1.956,0.601,1.28,11.409,29.146,181.075,0.659,1.632,36.953,1,349.738,256.591,355.848,1.97,1.529,1.242,1154.069,709.117,39198.301,11.02,33.427,3.393,116.929,114.119,175.579,81.124,1.702
2.719,1.004,0.395,2.173,8.77,737.795,84.124,131610,2.707,0.765,1.483,7.17,34.994,216.342,0.767,0.869,35.489,1,361.021,247.473,367.885,2.044,1.776,1.857,1202.603,789.794,41420.683,10.484,32.833,3.11,122.834,123.287,193.942,93.53,1.532
4.026,1.167,0.79,1.813,14.455,120.295,8.322,170712,3.45,0.82,1.424,8.343,34.591,46.143,0.983,1.034,17.406,2,381.558,230.284,396.087,3.259,2.174,2.008,1328.839,847.744,44162.908,11.265,35.422,6.027,125.607,127.841,200.216,97.473,2.512
7.657,1.713,0.6,0.887,16.625,639.51,38.466,130255,4.47,0.91,0.727,2.242,33.635,204.857,1.158,1.603,34.116,2,389.681,215.68,400.87,6.202,2.334,2.369,1032.77,328.228,36487.832,7.431,25.046,5.676,109.847,133.604,166.984,94.637,3.197
3.939,1.666,0.226,0.832,10.584,177.234,16.746,130711,2.364,0.662,0.779,2.579,31.743,62.43,0.775,1.563,10.329,1,356.481,248.84,362.785,2.633,1.449,1.448,1019.175,395.505,36057.454,6.931,26.248,4.617,111.533,130.052,176.67,77.275,1.852
5.113,1.966,0.396,1.062,16.663,119.24,7.156,33587,2.601,0.708,1.195,6.109,30.661,50.015,0.901,1.904,19.134,1,359.309,245.64,379.288,3.139,1.295,1.677,880.318,449.35,35203.206,7.385,23.213,4.29,107.207,123.926,178.193,88.15,2.883
6.218,1.761,0.574,2.228,17.728,291.587,16.448,68294,3.531,0.818,0.461,11.464,27.289,92.71,0.9,1.704,23.043,2,372.477,231.499,378.661,4.594,1.841,2.025,805.065,162.785,31562.777,6.778,21.878,5.283,98.451,132.903,154.528,84.192,2.943
4.182,1.951,0.234,2.048,12.943,288.542,22.294,137473,2.144,0.677,0.677,4.969,26.468,57.698,0.699,1.873,16.263,1,347.205,261.902,358.234,2.515,1.466,1.4,1015.43,349.327,36497.769,7.667,24.967,4.83,107.559,128.182,165.773,77.028,2.322
7.831,1.703,0.214,2.018,16.957,673.523,39.719,210983,4.599,0.948,0.442,10.652,27.467,230.46,1.125,1.64,33.848,2,385.408,215.722,403.248,6.644,2.71,2.492,1229.624,245.648,42469.909,9.593,33.539,6.926,113.704,133.97,175.837,92.346,3.225
7.775,1.298,0.47,0.87,12.848,597.467,46.501,91319,5.99,1.135,0.846,2.323,34.084,236.439,1.363,1.125,33.249,5,417.018,190.443,446.452,6.582,2.897,3.099,935.809,372.086,35983.33,6.38,22.942,4.531,113.021,132.309,175.707,109.987,2.204
3.511,1.105,0.4,1.832,16.14,787.127,48.768,144981,3.176,0.776,0.962,7.787,30.391,220.991,0.888,0.968,29.22,1,363.457,240.226,381.685,2.715,1.925,1.838,1124.809,522.467,38164.809,9.16,31.84,6.674,111.299,125.651,166.205,89.075,2.611
4.983,1.782,0.463,2.834,17.168,598.059,34.836,105891,2.797,0.752,0.553,7.607,30.813,175.713,0.662,1.714,26.399,1,364.152,249.782,368.095,3.374,1.609,1.631,936.295,221.086,35030.15,7.591,23.328,5.607,107.044,130.989,159.425,80.997,3.276
3.805,1.644,0.358,1.675,19.903,392.779,19.735,53056,2.314,0.697,0.332,10.459,27.731,100.127,0.732,1.597,30.803,1,344.576,259.937,359.73,2.276,1.27,1.148,734.873,120.949,29671.56,5.739,19.43,5.044,92.846,124.831,144.994,74.142,3.783
3.709,1.048,0.299,2.175,12.145,589.249,48.519,240825,3.539,0.859,1.163,1.036,31.985,169.878,0.839,0.941,29.61,2,375.431,231.634,394.308,3.174,2.254,2.013,1413.784,705.534,44814.08,10.779,37.139,5.887,133.695,120.851,207.032,93.791,2.268
2.221,0.841,0.613,2.516,12.932,799.621,61.83,218028,2.64,0.739,0.324,3.089,27.926,220.755,0.699,0.713,37.872,1,352.316,250.227,358.744,1.714,1.772,1.488,1151.261,174.297,37401.844,8.468,30.188,4.789,112.261,126.66,176.657,77.364,2.337
5.657,1.957,0.509,2.525,9.987,597.099,59.785,47268,2.891,0.798,1.468,3.417,31.366,182.069,0.908,1.802,33.499,1,362.374,245.414,388.371,3.896,1.474,1.87,957.779,619.461,36467.723,6.7,24.135,3.431,111.303,127.526,171.389,94.061,1.838
5.016,1.5,0.32,1.942,10.449,633.177,60.598,188353,3.343,0.8,0.566,11.45,31.92,196.199,0.863,1.426,32.213,2,371.122,244.776,374.197,3.927,2.027,1.83,1164.016,338.193,37847.512,10.538,34.664,4.004,115.24,131.469,178.952,84.13,1.554
2.309,1.185,0.392,2.687,16.321,756.856,46.374,106467,1.948,0.628,1.097,2.691,28.347,202.868,0.68,1.164,36.484,1,341.926,259.412,357.115,1.268,1.241,1.345,1005.478,526.154,36058.536,7.708,25.717,5.824,105.826,119.552,167.833,80.171,2.788
3.672,1.458,0.555,1.661,19.005,179.556,9.448,248866,2.519,0.742,0.822,1.407,27.907,44.239,0.754,1.402,13.117,1,348.552,249.868,361.986,2.685,1.875,1.443,1378.135,505.468,41855.721,10.401,35.541,8.862,121.788,121.804,179.668,81.607,3.531
7.45,1.209,0.243,2.755,12.735,593.349,46.591,96527,6.162,1.07,0.372,6.879,33.961,253.977,1.401,1.156,30.422,4,413.973,184.034,434.083,6.553,2.934,2.846,837.078,149.931,34970.139,6.988,22.969,3.403,100.538,140.226,152.169,102.422,2.349
3.437,1.369,0.288,1.328,10.158,695.564,68.474,82522,2.511,0.681,0.867,6.814,30.792,188.232,0.692,1.29,22.873,1,348.754,249.568,361.114,2.267,1.43,1.417,933.824,380.696,35581.577,7.532,24.207,3.048,99.537,124.252,152.188,82.937,1.983
2.869,1.37,0.244,1.416,11.421,768.065,67.249,154935,2.095,0.634,0.92,10.285,25.84,202.025,0.483,1.292,28.499,1,353.154,261.5,356.928,1.732,1.539,1.468,1112.855,452.379,39431.618,10.103,31.656,5.083,114.673,123.482,177.108,80.685,2.335
4.937,1.052,0.687,0.917,13.461,247.679,18.4,213727,4.691,0.988,1.326,11.437,36.864,93.34,1.163,0.889,20.504,3,396.773,210.677,420.511,4.249,2.9,2.47,1396.051,812.78,43928.139,13.343,41.308,5.888,135.158,139.04,203.825,101.763,2.136
7.914,1.768,0.651,2.55,11.488,452.75,39.411,72354,4.477,0.929,1.179,6.924,32.384,160.783,0.9,1.675,25.04,2,379.495,215.822,416.882,6.341,2.187,2.367,984.977,494.397,37145.615,7.949,25.07,4.847,105.927,130.424,160.552,100.316,2.129
3.452,1.417,0.652,1.718,10.803,576.388,53.355,186068,2.437,0.681,0.395,11.23,27.002,167.954,0.59,1.344,29.257,1,348.621,252.473,364.265,2.468,1.741,1.409,1114.198,168.321,37979.092,9.708,30.51,4.597,106.364,124.485,167.661,78.17,1.881
6.033,1.822,0.63,1.304,16.832,273.227,16.233,43509,3.311,0.815,0.551,8.977,30.363,105.773,0.821,1.756,22.03,2,367.318,234.661,380.56,4.327,1.703,1.701,751.45,201.966,33472.944,6.508,18.269,3.645,94.415,124.514,148.204,87.332,2.924
6.57,1.85,0.602,1.31,8.094,520.331,64.285,232165,3.551,0.858,0.674,3.91,32.161,191.064,0.867,1.756,28.84,2,368.966,230.55,384.43,5.16,2.221,1.895,1320.445,377.217,41145.152,9.838,33.371,3.452,121.256,128.095,176.777,89.914,1.931
3.426,1.212,0.486,2.783,14.471,280.305,19.37,47836,2.827,0.738,0.44,11.213,29.5,95.664,0.742,1.144,22.482,1,349.852,242.319,371.618,2.374,1.418,1.639,733.107,147.94,29266.868,7.029,21.02,2.902,95.07,126.781,146.458,79.941,2.277
6.369,1.657,0.585,2.635,17.525,333.42,19.025,231130,3.843,0.865,0.848,8.342,31.668,123.537,0.889,1.552,24.793,2,377.245,224.039,392.268,5.149,2.543,2.068,1364.614,553.508,43460.665,11.598,36.943,8.694,122.543,132.466,189.373,91.764,3.093
4.207,1.472,0.223,2.018,11.195,409.063,36.541,137977,2.857,0.769,1.481,5.555,32.307,116.483,0.707,1.358,22.427,1,364.316,246.615,374.251,2.942,1.858,1.94,1174.137,755.592,40820.61,10.802,32.432,5.239,125.272,118.757,190.52,95.261,1.923
5.794,1.88,0.573,2.155,15.239,470.433,30.869,128580,3.082,0.825,0.918,8.483,32.396,131.781,1.012,1.807,24.887,1,360.741,240.54,382.561,4.298,1.897,1.685,1060.2,465.122,39872.094,9.151,31.066,5.77,112.112,123.447,173.206,87.362,2.725
5.801,1.216,0.667,1.844,16.027,414.556,25.866,244127,4.772,1,1.19,5.414,34.526,171.964,1.108,1.05,26.254,3,393.538,210.908,424.557,5.113,2.861,2.557,1453.383,768.968,46795.134,12.449,40.344,8.762,130.913,132.635,204.486,104.419,2.455
5.215,1.678,0.5,1.662,15.86,445.237,28.072,247884,3.108,0.816,1.12,2.256,35.878,149.73,0.702,1.523,26.33,1,367.764,241.881,378.523,3.97,2.187,1.825,1434.939,717.857,44780.191,10.637,37.623,8.057,130.379,123.041,204.947,90.132,2.625
2.542,1.608,0.415,2.814,13.35,309.012,23.147,173039,1.581,0.558,1.32,8.909,31.152,57.027,0.505,1.523,18.713,1,345.268,272.898,358.462,1.291,1.319,1.181,1268.331,708.895,41825.273,11.898,34.758,6.412,117.432,118.495,182.425,77.107,2.373
7.012,1.295,0.366,1.076,12.159,211.276,17.376,57966,5.413,1.023,0.559,10.065,30.666,127.711,1.132,1.234,24.619,3,404.874,196.711,428.131,5.835,2.535,2.613,800.925,252.63,32759.839,7.136,20.793,3.554,98.53,132.839,155.308,100.927,1.893
3.925,1.137,0.586,1.721,18.031,133.145,7.384,141357,3.453,0.832,1.205,9.017,31.852,70.304,0.846,1.073,20.833,2,367.288,232.463,392.157,3.043,2.132,1.962,1177.25,632.508,38613.281,10.071,30.98,7.437,118.108,123.447,183.11,95.559,3.4
3.119,1.652,0.616,1.558,17.101,237.185,13.869,146415,1.888,0.637,1.358,3.52,31.176,42.662,0.688,1.51,17.9,1,350.031,258.426,355.772,1.779,1.341,1.415,1173.208,684.666,40842.013,9.975,29.763,7.409,117.841,115.933,173.515,83.855,3.153
2.245,1.541,0.723,1.896,11.855,507.361,42.797,143178,1.457,0.541,0.506,11.523,29.111,131.584,0.473,1.466,26.222,1,334.365,271.834,342.182,0.916,1.229,0.958,1040.465,247.72,35353.95,8.672,28.301,4.239,110.372,123.82,170.542,68.951,1.801
5.545,1.316,0.405,1.807,9.236,650.281,70.405,155288,4.215,0.956,0.716,1.278,35.158,197.258,0.993,1.166,38.109,2,388.606,219.38,395.226,4.61,2.273,2.188,1091.897,344.006,39021.264,7.555,27.38,4.258,116.901,132.372,176.281,96.142,1.595
6.065,1.645,0.662,1.942,8.862,218.473,24.654,34119,3.688,0.906,1.464,4.66,33.941,52.253,1.041,1.497,21.569,2,377.217,231.794,397.336,4.488,1.784,2.355,927.759,594.889,36389.542,6.998,21.431,2.72,111.924,120.591,173.937,98.091,1.626
2.1,1.034,0.537,1.108,9.131,175.989,19.273,186470,2.03,0.614,1.237,3.861,28.446,45.032,0.708,0.969,20.042,1,348.688,263.519,356.577,1.31,1.578,1.367,1276.944,683.494,42980.464,10.772,33.716,4.365,123.289,113.296,190.219,83.368,1.331
5.073,1.713,0.73,1.929,14.994,624.503,41.649,186726,2.961,0.739,0.639,1.529,27.303,183.536,0.838,1.628,28.742,1,361.957,242.107,367.572,3.715,1.863,1.718,1159.407,323.942,39440.557,8.902,29.797,5.731,114.331,125.797,176.296,84.293,2.364
3.359,1.199,0.517,1.333,8.62,313.611,36.382,55403,2.801,0.727,0.977,5.463,31.133,96.552,0.577,1.091,21.808,1,358.075,246.328,376.794,2.221,1.501,1.726,852.916,414.293,34196.597,6.649,22.032,1.787,104.824,118.326,159.126,91.8,1.331
5.871,1.89,0.511,1.206,12.043,766.05,63.609,155452,3.106,0.784,0.785,7.854,35.155,263.969,0.759,1.812,38.821,1,365.968,240.123,379.119,4.052,1.901,1.772,1109.16,382.836,39792.217,8.869,28.307,4.854,116.881,125.579,179.57,87.133,2.682
3.046,1.287,0.547,0.943,17.038,600.023,35.216,155039,2.366,0.667,0.888,10.708,30.63,167.561,0.692,1.175,30.007,1,351.374,252.084,365.929,2.056,1.637,1.391,1131.063,497.218,36367.965,9.861,30.377,5.843,115.37,123.922,180.052,82.575,3.259
6.146,1.368,0.65,2.478,11.532,328.729,28.505,180139,4.493,0.989,0.726,11.887,29.588,133.541,1.115,1.307,23.962,2,384.752,212.615,406.45,5.221,2.623,2.412,1125.472,379.578,39502.515,10.771,33.533,5.617,110.602,129.137,167.779,95.306,1.932
4.32,1.058,0.779,1.74,17.16,302.68,17.639,48787,4.083,0.866,0.635,9.889,29.48,122.257,0.961,0.964,23.054,2,376.805,219.829,401.393,3.351,2.021,2.094,771.735,230.336,32067.271,6.795,19.537,4.458,100.18,134.291,152.794,94.513,2.803
7.62,1.112,0.244,2.179,16.946,466.589,27.535,167830,6.856,1.157,1.11,6.155,35.07,201.563,1.361,0.963,35.927,5,439.5,180.114,464.454,6.901,3.486,3.439,1226.126,599.342,42096.839,9.988,33.388,7.233,121.483,141.354,181.289,117.362,2.852
2.825,1.412,0.232,2.401,10.95,155.401,14.192,91765,2.001,0.616,1.234,8.961,28.691,54.938,0.504,1.331,18.47,1,344.374,259.001,356.943,1.597,1.364,1.341,1061.888,582.604,37109.728,8.819,27.233,3.915,108.963,122.954,170.01,85.545,2.238
4.046,1.268,0.763,2.294,16.746,182.374,10.891,141540,3.192,0.839,1.349,10.28,32.684,74.101,1.069,1.175,17.424,1,366.275,237.054,383.858,3.025,2.035,2.029,1210.562,737.461,40230.04,11.623,35.255,7.166,124.271,127.046,187.515,94.138,3.381
2.681,1.351,0.518,1.835,16.973,223.101,13.144,200131,1.984,0.645,0.486,6.118,28.419,62.185,0.646,1.328,18.19,1,341.952,262.28,341.552,1.671,1.588,1.142,1186.05,201.406,39862.345,9.117,31.196,7.216,104.916,127.133,162.732,75.796,2.878
7.548,1.015,0.569,1.653,12.769,642.307,50.3,185242,7.439,1.278,1.287,9.636,39.849,256.659,1.647,0.855,35.512,6,446.651,160.696,483.762,6.801,3.846,3.787,1339.749,769.277,46076.452,11.436,37.041,5.568,135.875,138.997,213.432,121.964,2.322
7.264,1.379,0.489,1.627,10.525,459.7,43.677,56158,5.267,1.082,0.606,6.309,35.585,156.822,1.273,1.301,23.533,3,395.622,202.522,427.352,6.071,2.448,2.759,807.052,193.482,35402.886,6.565,18.861,1.696,103.073,139.08,164.849,99.479,1.824
3.548,1.337,0.256,2.208,14.255,107.397,7.534,160060,2.653,0.733,0.813,5.251,31.092,32.208,0.775,1.249,18.968,1,353.8,245.687,379.824,2.589,1.691,1.569,1128.233,435.344,40920.37,8.876,30.133,5.079,113.631,123.059,174.843,81.951,2.796
5.96,1.019,0.661,1.889,19.057,571.462,29.987,243205,5.847,1.059,1.382,6.787,32.329,220.847,1.279,0.861,28.352,3,415.794,193.444,443.874,5.405,3.405,3.095,1520.969,944.725,46340.551,13.032,41.743,9.902,139.268,130.622,218.364,111.493,3.17
6.903,1.124,0.648,2.668,15.675,396.583,25.3,64489,6.14,1.081,0.845,8.434,32.238,170.786,1.233,0.981,20.662,4,416.403,187.691,442.552,5.746,2.821,3.091,916.414,364.246,35512.731,7.031,23.56,5.168,109.372,136.258,169.497,109.104,2.992
5.331,1.414,0.387,2.724,10.075,457.597,45.419,217639,3.771,0.85,0.536,8.996,30.026,157.47,0.832,1.291,23.898,2,383.347,228.726,382.6,4.391,2.351,2.065,1234.437,313.092,40547.854,10.764,34.72,4.445,116.638,133.763,173.299,86.429,1.529
5.178,1.493,0.384,1.175,16.193,249.881,15.431,184560,3.468,0.856,0.492,4.924,30.529,87.731,0.972,1.382,21.752,2,366.14,231.859,386.048,3.982,2.048,1.95,1113.849,224.292,39181.277,9.021,31.048,6.689,113.589,125.371,170.118,85.442,3.09
3.451,1.404,0.703,1.1,13.126,486.248,37.043,200280,2.458,0.673,0.868,7.285,31.269,141.813,0.715,1.349,31.034,1,349.387,252.521,367.396,2.459,1.706,1.491,1260.527,469.189,42638.032,10.132,34.808,4.97,114.787,124.094,181.309,81.879,2.167
